timestamp,run_id,runtime_seconds,gladiator,arena,accuracy,best_mae,final_mae,architecture,loss_function,hidden_activation,output_activation,weight_initializer,normalization_scheme,learning_rate,epoch_count,convergence_condition,problem_type,sample_count,target_min,target_max,target_min_label,target_max_label,target_mean,target_stdev,notes,rerun_config,seed
2025-06-11T22:02:14.732277,1,0.254602,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:02:15.756354,2,0.039476,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:02:46.829690,1,0.254712,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:02:47.860716,2,0.041347,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:03:19.475004,1,0.24667,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:03:20.519811,2,0.0407,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T23:58:06.428782,1,0.331979,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T23:58:07.616352,2,0.043304,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-12T01:00:09.704870,1,0.289746,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-12T01:00:10.853037,2,0.04426,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-12T01:02:17.419115,1,0.298511,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-12T01:02:18.609632,2,0.043853,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-12T01:04:32.220481,1,0.292923,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-12T01:04:33.646864,2,0.314619,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
